Lat,Long_,Combined_Key,Population,Total Deaths
48.29575866,-114.0520569,"Flathead, Montana, US",103806,169355
45.54486106,-111.1692571,"Gallatin, Montana, US",114434,79884
47.27545948,-107.0002351,"Garfield, Montana, US",1258,2248
48.70513576,-112.9934235,"Glacier, Montana, US",13753,48961
46.3816474,-109.1768522,"Golden Valley, Montana, US",821,3044
46.40605220000001,-113.4414186,"Granite, Montana, US",3379,4982
48.62879827,-110.1129252,"Hill, Montana, US",16484,51449
46.14907081,-112.094396,"Jefferson, Montana, US",12221,14059
47.04581276,-110.2660688,"Judith Basin, Montana, US",2007,776
47.64514965,-114.0898013,"Lake, Montana, US",30458,60459
47.12610041,-112.394698,"Lewis and Clark, Montana, US",69432,116360
48.56084317,-111.024307,"Liberty, Montana, US",2337,2117
48.54265777,-115.4046155,"Lincoln, Montana, US",19980,50114
45.30080065,-111.9173017,"Madison, Montana, US",8600,13015
47.64469406,-105.7944994,"McCone, Montana, US",1664,4557
46.59907074,-110.8898557,"Meagher, Montana, US",1862,7730
47.15283992,-115.0015239,"Mineral, Montana, US",4397,9077
47.03728583,-113.92135079999998,"Missoula, Montana, US",119600,135729
46.49684637,-108.39498,"Musselshell, Montana, US",4633,18062
45.48965095,-110.52643940000002,"Park, Montana, US",16606,23071
47.1182463,-108.2508876,"Petroleum, Montana, US",487,832
48.25936577,-107.9128511,"Phillips, Montana, US",3954,19331
48.22773388,-112.2252703,"Pondera, Montana, US",5911,5321
45.39617714,-105.636738,"Powder River, Montana, US",1682,7385
46.85538891,-112.9359164,"Powell, Montana, US",6890,17515
46.86048047,-105.379384,"Prairie, Montana, US",1077,2238
46.08520862,-114.11891640000002,"Ravalli, Montana, US",43806,89286
47.78668011,-104.5610786,"Richland, Montana, US",10803,22363
48.29607488,-105.0079268,"Roosevelt, Montana, US",11004,55232
46.23397237,-106.72928799999998,"Rosebud, Montana, US",8937,46729
47.67657534,-115.1329916,"Sanders, Montana, US",12113,27857
48.72085833,-104.503829,"Sheridan, Montana, US",3309,7376
45.90018933,-112.6620092,"Silver Bow, Montana, US",34915,90933
45.67071407,-109.3950061,"Stillwater, Montana, US",9642,20198
45.81367654,-109.9425686,"Sweet Grass, Montana, US",3737,8199
47.83741052,-112.2410688,"Teton, Montana, US",6147,13597
48.65577551,-111.6942414,"Toole, Montana, US",4736,16551
46.20973220000001,-107.2666516,"Treasure, Montana, US",696,867
0.0,0.0,"Unassigned, Montana, US",0,1
48.36435097,-106.6669635,"Valley, Montana, US",7396,23565
46.46652491,-109.8464636,"Wheatland, Montana, US",2126,9579
46.95925154,-104.2510927,"Wibaux, Montana, US",969,5875
45.93955949,-108.2691486,"Yellowstone, Montana, US",161300,364997
40.52449420000001,-98.50117804,"Adams, Nebraska, US",31363,50865
42.17695516,-98.0666283,"Antelope, Nebraska, US",6298,8624
41.56896142,-101.6959559,"Arthur, Nebraska, US",463,751
41.54634427,-103.7114332,"Banner, Nebraska, US",745,548
41.91311716,-99.97677845,"Blaine, Nebraska, US",465,1164
41.70759415,-98.06737183,"Boone, Nebraska, US",5192,4903
42.22079243,-103.0878834,"Box Butte, Nebraska, US",10783,11104
42.8997274,-98.76486568,"Boyd, Nebraska, US",1919,4528
42.43018907,-99.92904055,"Brown, Nebraska, US",2955,2580
40.85486962,-99.07500296,"Buffalo, Nebraska, US",49659,69056
41.85056773,-96.32605633,"Burt, Nebraska, US",6459,12124
41.22703692,-97.13106306,"Butler, Nebraska, US",8016,11718
40.90899107,-96.13971217,"Cass, Nebraska, US",26248,22877
42.5988851,-97.25311951,"Cedar, Nebraska, US",8402,11787
40.5237198,-101.6978026,"Chase, Nebraska, US",3924,5072
42.54502621,-101.1244332,"Cherry, Nebraska, US",5689,7775
41.21999357,-102.9941693,"Cheyenne, Nebraska, US",8910,16602
40.52439441,-98.05126296,"Clay, Nebraska, US",6203,14682
41.57486951,-97.0868542,"Colfax, Nebraska, US",10709,20843
41.91637624,-96.78730772,"Cuming, Nebraska, US",8846,12498
41.39374521,-99.72805369,"Custer, Nebraska, US",10777,21319
42.39040144,-96.56656425,"Dakota, Nebraska, US",20026,64258
42.71985036,-103.1313774,"Dawes, Nebraska, US",8589,12735
40.87028216,-99.8201461,"Dawson, Nebraska, US",23595,37092
41.11168186,-102.3333331,"Deuel, Nebraska, US",1794,1547
42.49188363,-96.86782408,"Dixon, Nebraska, US",5636,9193
41.58071748,-96.65598179,"Dodge, Nebraska, US",36565,73553
41.29518299,-96.15085305,"Douglas, Nebraska, US",571327,741064
40.17638677,-101.6876522,"Dundy, Nebraska, US",1693,4112
40.52458567,-97.59646937,"Fillmore, Nebraska, US",5462,9297
40.17636348,-98.95299073,"Franklin, Nebraska, US",2979,6224
40.52993007,-100.3924658,"Frontier, Nebraska, US",2627,1627
40.17642064,-99.91247454,"Furnas, Nebraska, US",4676,6509
40.26186809,-96.68946704,"Gage, Nebraska, US",21513,26668
41.61703149,-102.3313973,"Garden, Nebraska, US",1837,1077
41.91428955,-98.99111827,"Garfield, Nebraska, US",1969,2605
40.51481965,-99.83020279,"Gosper, Nebraska, US",1990,4913
41.91528587,-101.740701,"Grant, Nebraska, US",623,3888
41.56742671,-98.52150266,"Greeley, Nebraska, US",2356,1844
40.87257079,-98.50218293,"Hall, Nebraska, US",61353,119132
40.87349452,-98.02099117,"Hamilton, Nebraska, US",9324,19281
40.17658508,-99.40438879,"Harlan, Nebraska, US",3380,1448
40.17609175,-101.0416477,"Hitchcock, Nebraska, US",2762,5334
42.45522056,-98.78402558,"Holt, Nebraska, US",10067,15142
41.91586243,-101.1354293,"Hooker, Nebraska, US",682,2719
41.2200529,-98.5166499,"Howard, Nebraska, US",6445,13048
40.17584531,-97.142601,"Jefferson, Nebraska, US",7046,3777
40.39257596,-96.26522753,"Johnson, Nebraska, US",5071,8096
40.50663314,-98.94877182,"Kearney, Nebraska, US",6495,5954
41.19930341,-101.6620164,"Keith, Nebraska, US",8034,12366
41.19774275,-103.7148131,"Kimball, Nebraska, US",3632,3915
42.63758421,-97.89178836,"Knox, Nebraska, US",8332,10273
40.78416049,-96.68777155,"Lancaster, Nebraska, US",319090,208050
41.04658298,-100.7475374,"Lincoln, Nebraska, US",34914,70408
41.91676024,-97.6005481,"Madison, Nebraska, US",35099,47240
41.56797682,-101.0599362,"McPherson, Nebraska, US",494,787
41.16624273,-98.0374887,"Merrick, Nebraska, US",7755,13976
41.71711774,-103.0061405,"Morrill, Nebraska, US",4642,13488
41.39750195,-97.99327291,"Nance, Nebraska, US",3519,9614
40.38514847,-95.85433992,"Nemaha, Nebraska, US",6972,14811
40.17637905,-98.04743961,"Nuckolls, Nebraska, US",4148,9304
40.64843556,-96.13374142,"Otoe, Nebraska, US",16012,11965
40.13141096,-96.23705437,"Pawnee, Nebraska, US",2613,2011
40.85082525,-101.6502942,"Perkins, Nebraska, US",2891,10576
40.51156033,-99.41461667,"Phelps, Nebraska, US",9034,11147
42.26434853,-97.60122773,"Pierce, Nebraska, US",7148,18387
41.57246836,-97.52144359,"Platte, Nebraska, US",33470,51262
41.18813488,-97.56630712,"Polk, Nebraska, US",5213,10688
40.17556879999999,-100.476998,"Red Willow, Nebraska, US",10724,14038
40.1247415,-95.71755036,"Richardson, Nebraska, US",7865,17975
42.42252217,-99.44832069,"Rock, Nebraska, US",1357,1875
40.52418865,-97.14085859,"Saline, Nebraska, US",14224,6455
41.11314181,-96.11156432,"Sarpy, Nebraska, US",187196,159720
41.2278103,-96.63773905,"Saunders, Nebraska, US",21578,21517
41.85070896,-103.7080986,"Scotts Bluff, Nebraska, US",35618,67318
40.87241834,-97.139673,"Seward, Nebraska, US",17284,30672
42.50284406,-102.4126613,"Sheridan, Nebraska, US",5246,15344
41.22045983,-98.97588642,"Sherman, Nebraska, US",3001,4266
42.48932059,-103.7576544,"Sioux, Nebraska, US",1166,343
41.9169835,-97.19394708,"Stanton, Nebraska, US",5920,8855
40.17626377,-97.59504381,"Thayer, Nebraska, US",5003,5276
41.91358968,-100.5556632,"Thomas, Nebraska, US",722,773
42.15725356,-96.54157099,"Thurston, Nebraska, US",7224,14846
0.0,0.0,"Unassigned, Nebraska, US",0,419132
41.56730777,-98.98197724,"Valley, Nebraska, US",4158,4000
41.52815707,-96.22019892,"Washington, Nebraska, US",20729,28195
42.20934475,-97.11926964,"Wayne, Nebraska, US",9385,8095
40.17642643,-98.50019851,"Webster, Nebraska, US",3487,7152
41.91482725,-98.52798941,"Wheeler, Nebraska, US",783,686
40.87272618,-97.59710186,"York, Nebraska, US",13679,13935
39.15509045,-119.7480219,"Carson City, Nevada, US",55916,145313
39.58105744,-118.3394607,"Churchill, Nevada, US",24909,70690
36.21458855,-115.0130241,"Clark, Nevada, US",2266715,5674823
38.912862,-119.6171333,"Douglas, Nevada, US",48905,55774
41.14531606,-115.3577619,"Elko, Nevada, US",52778,89264
37.78436681,-117.6319999,"Esmeralda, Nevada, US",873,1826
39.98100864,-116.2683204,"Eureka, Nevada, US",2029,695
41.40692186,-118.1109427,"Humboldt, Nevada, US",16831,33232
39.9332233,-117.0397075,"Lander, Nevada, US",5532,13196
37.64268459,-114.8790388,"Lincoln, Nevada, US",5183,4761
39.01777974,-119.1870479,"Lyon, Nevada, US",57510,106152
38.53841696,-118.4344506,"Mineral, Nevada, US",4505,10819
38.04264256,-116.4722702,"Nye, Nevada, US",46523,162612
40.44003782,-118.40056409999998,"Pershing, Nevada, US",6725,21042
39.44875482,-119.5250207,"Storey, Nevada, US",4123,6709
0.0,0.0,"Unassigned, Nevada, US",0,204
40.66562265,-119.6631594,"Washoe, Nevada, US",471519,839386
39.44157041,-114.899966,"White Pine, Nevada, US",9580,12455
43.51637314,-71.41684235,"Belknap, New Hampshire, US",61303,120922
43.87498583,-71.20430216,"Carroll, New Hampshire, US",48910,32525
42.92015988,-72.25311043,"Cheshire, New Hampshire, US",76085,64879
44.69063265,-71.30633239,"Coos, New Hampshire, US",31563,68138
43.93779815,-71.82057197,"Grafton, New Hampshire, US",89886,42813
42.91537785,-71.7200253,"Hillsborough, New Hampshire, US",417025,703645
43.29662971,-71.6811573,"Merrimack, New Hampshire, US",151391,156135
42.98499744,-71.12883377,"Rockingham, New Hampshire, US",309769,363664
43.291833,-71.02336013,"Strafford, New Hampshire, US",130633,133529
43.36094111,-72.22203125,"Sullivan, New Hampshire, US",43146,41414
0.0,0.0,"Unassigned, New Hampshire, US",0,7316
39.47538693,-74.65848483,"Atlantic, New Jersey, US",263670,742921
40.96010917,-74.07164325,"Bergen, New Jersey, US",932202,3051371
39.87681124,-74.66927768,"Burlington, New Jersey, US",445349,967267
39.80343818,-74.96388753,"Camden, New Jersey, US",506471,1409780
39.15008829,-74.80170244,"Cape May, New Jersey, US",92039,231859
39.37199394,-75.10712559,"Cumberland, New Jersey, US",149527,457822
40.78681335,-74.24657979,"Essex, New Jersey, US",798975,3162262
39.71581067,-75.13995546,"Gloucester, New Jersey, US",291636,709619
40.73766234,-74.07515667,"Hudson, New Jersey, US",672391,2367976
40.56335249,-74.91284156,"Hunterdon, New Jersey, US",124371,212757
40.28047017,-74.70479631,"Mercer, New Jersey, US",367430,1046201
40.43629879,-74.41426991,"Middlesex, New Jersey, US",825062,2428560
40.26549699,-74.22240686,"Monmouth, New Jersey, US",618795,1745401
40.86095313,-74.54553709999998,"Morris, New Jersey, US",491845,1326960
39.8895449,-74.28089251,"Ocean, New Jersey, US",607186,2334834
41.03238628,-74.29954144,"Passaic, New Jersey, US",501826,2004389
39.58719656,-75.34696629999998,"Salem, New Jersey, US",62385,194990
40.56465737,-74.61683016,"Somerset, New Jersey, US",328934,867477
41.13891592,-74.69118243,"Sussex, New Jersey, US",140488,369392
0.0,0.0,"Unassigned, New Jersey, US",0,126030
40.65835409,-74.30680092,"Union, New Jersey, US",556341,2066132
40.85951833,-74.99556527,"Warren, New Jersey, US",105267,277090
35.05163625,-106.6703554,"Bernalillo, New Mexico, US",679121,1244705
33.91514144,-108.4046587,"Catron, New Mexico, US",3527,10280
33.36406072,-104.4665365,"Chaves, New Mexico, US",64615,212001
34.91131525,-107.998876,"Cibola, New Mexico, US",26675,134633
36.60569702,-104.64726740000002,"Colfax, New Mexico, US",11941,45474
34.57421077,-103.3468876,"Curry, New Mexico, US",48954,125031
34.34274529,-104.4117842,"De Baca, New Mexico, US",1748,3080
32.35275771,-106.8329387,"Dona Ana, New Mexico, US",218195,547318
32.47167456,-104.3053527,"Eddy, New Mexico, US",58460,186645
32.73911281,-108.3827845,"Grant, New Mexico, US",26998,57536
34.86319296,-104.790669,"Guadalupe, New Mexico, US",4300,11999
35.85751555,-103.8220938,"Harding, New Mexico, US",625,2197
31.91383467,-108.7151824,"Hidalgo, New Mexico, US",4198,10469
32.79215361,-103.4123733,"Lea, New Mexico, US",71070,236425
33.74526079,-105.4586166,"Lincoln, New Mexico, US",19572,38494
35.86631386,-106.3134985,"Los Alamos, New Mexico, US",19369,10543
32.18179341,-107.75088259999998,"Luna, New Mexico, US",23709,92536
35.58007720000001,-108.262245,"McKinley, New Mexico, US",71367,488734
36.01095101,-104.9497716,"Mora, New Mexico, US",4521,11203
32.61348406,-105.7417604,"Otero, New Mexico, US",67490,119815
35.10403332,-103.5481727,"Quay, New Mexico, US",8253,31077
36.51072137,-106.6931674,"Rio Arriba, New Mexico, US",38921,92467
34.02097406,-103.4799493,"Roosevelt, New Mexico, US",18500,66630
36.50838318,-108.320437,"San Juan, New Mexico, US",123958,567491
35.48014807,-104.8163562,"San Miguel, New Mexico, US",27277,35573
35.68862401,-106.8687803,"Sandoval, New Mexico, US",146748,292620
35.50708973,-105.9774716,"Santa Fe, New Mexico, US",150358,196688
33.13028233,-107.1925893,"Sierra, New Mexico, US",10791,53411
34.00715494,-106.9298354,"Socorro, New Mexico, US",16637,63697
36.58006022,-105.6310198,"Taos, New Mexico, US",32723,63025
34.64048375,-105.8508949,"Torrance, New Mexico, US",15461,30227
0.0,0.0,"Unassigned, New Mexico, US",0,288
36.48126404,-103.4709624,"Union, New Mexico, US",4059,11508
34.71669834,-106.8103733,"Valencia, New Mexico, US",76688,169325
42.60060306,-73.97723916,"Albany, New York, US",305506,397568
42.25748406,-78.02750466,"Allegany, New York, US",46091,104785
40.85209301,-73.86282755,"Bronx, New York, US",1418207,7005620
42.15903158,-75.81326086,"Broome, New York, US",190488,388823
42.24778241,-78.67923096,"Cattaraugus, New York, US",76117,137962
42.91261714,-76.55731592,"Cayuga, New York, US",76576,104096
42.22769210000001,-79.36691763,"Chautauqua, New York, US",126903,188050
42.13891056,-76.7638805,"Chemung, New York, US",83456,159158
42.49430041,-75.60887553,"Chenango, New York, US",47207,83902
44.74530905,-73.67875352,"Clinton, New York, US",80485,56276
42.24819348,-73.63089095,"Columbia, New York, US",59461,113054
42.59509207,-76.07048931,"Cortland, New York, US",47581,78323
42.19837623,-74.96709306,"Delaware, New York, US",44135,49699
41.76486060000001,-73.74356679,"Dutchess, New York, US",294218,495406
42.76249024,-78.73063652,"Erie, New York, US",918702,1992217
44.11630765,-73.77297842,"Essex, New York, US",36885,39885
44.59040891,-74.29926032,"Franklin, New York, US",50022,26758
43.11363907,-74.41798804,"Fulton, New York, US",53383,113791
43.0022601,-78.19135193,"Genesee, New York, US",57280,131364
42.275797,-74.12384884,"Greene, New York, US",47188,90511
43.66146647,-74.49721957,"Hamilton, New York, US",4416,3066
43.42034246,-74.96145307,"Herkimer, New York, US",61319,127891
44.04200959,-75.94653457,"Jefferson, New York, US",109834,87346
40.6361825,-73.94935552,"Kings, New York, US",2559903,11237187
43.7844157,-75.44903992,"Lewis, New York, US",26296,35344
42.72596275,-77.77966158,"Livingston, New York, US",62914,77618
42.91653905,-75.67266639,"Madison, New York, US",70941,95177
43.14638895,-77.69322942,"Monroe, New York, US",741770,1186831
42.90123494,-74.44011632,"Montgomery, New York, US",49221,139653
40.74066522,-73.58941873,"Nassau, New York, US",1356924,3423192
40.76727260000001,-73.97152637,"New York, New York, US",1628706,4820413
43.19898042,-78.74777412,"Niagara, New York, US",209281,411053
43.24375382,-75.43710392,"Oneida, New York, US",228671,571331
43.00491923,-76.19971155,"Onondaga, New York, US",460528,774036
42.85145728,-77.30874425,"Ontario, New York, US",109777,125191
41.40337468,-74.30240757,"Orange, New York, US",384940,938759
43.2516977,-78.2320066,"Orleans, New York, US",40352,94576
43.42778894,-76.14635194,"Oswego, New York, US",117124,124516
42.63492579,-75.03151402,"Otsego, New York, US",59493,59852
0.0,0.0,"Out of NY, New York, US",0,318151
41.42630093,-73.74965532,"Putnam, New York, US",98320,104319
40.71088124,-73.81684712,"Queens, New York, US",2253858,10662390
42.71348136,-73.51089874,"Rensselaer, New York, US",158714,183064
40.58582155,-74.14808598,"Richmond, New York, US",476143,1976762
41.15027894,-74.02560498,"Rockland, New York, US",325789,799520
43.10904162,-73.86653895,"Saratoga, New York, US",229863,220398
42.81668777,-74.05278291,"Schenectady, New York, US",155299,224890
42.58831742,-74.44339029999998,"Schoharie, New York, US",30999,22750
42.39184015,-76.8773299,"Schuyler, New York, US",17807,17750
42.78081007,-76.82497064,"Seneca, New York, US",34016,61885
44.4976179,-75.06550039,"St. Lawrence, New York, US",107740,125007
42.2689144,-77.3829924,"Steuben, New York, US",95379,181542
40.88320119,-72.8012172,"Suffolk, New York, US",1476601,3688678
41.71579493,-74.76394559,"Sullivan, New York, US",75432,96192
42.16852837,-76.30835812,"Tioga, New York, US",48203,67997
42.44945765,-76.47229843,"Tompkins, New York, US",102180,57677
41.89027881,-74.26252104,"Ulster, New York, US",177573,279347
0.0,0.0,"Unassigned, New York, US",0,190050
43.56173026,-73.8433699,"Warren, New York, US",63944,89734
43.31153794,-73.43043448,"Washington, New York, US",61204,77020
43.15494365,-77.02976528,"Wayne, New York, US",89918,108989
41.16278376,-73.75741653,"Westchester, New York, US",967506,2389945
42.70145109,-78.22199579,"Wyoming, New York, US",39859,58271
42.63505484,-77.10369919,"Yates, New York, US",24913,28628
36.0434701,-79.39976137,"Alamance, North Carolina, US",169509,331832
35.922379600000006,-81.17751948,"Alexander,North Carolina,US",37497,96094
36.49360862,-81.12857041,"Alleghany, North Carolina, US",11137,8919
34.97403241,-80.09953279,"Anson, North Carolina, US",24446,67591
36.43296207,-81.49862729,"Ashe, North Carolina, US",27203,52062
36.07569796,-81.92308483,"Avery, North Carolina, US",17557,29071
35.48531943,-76.84325809,"Beaufort, North Carolina, US",46994,116571
36.0688473,-76.96545943,"Bertie, North Carolina, US",18947,49537
34.61296243,-78.56180059,"Bladen, North Carolina, US",32722,81845
34.070565,-78.22814204,"Brunswick, North Carolina, US",142820,214816
35.61113393,-82.53305,"Buncombe, North Carolina, US",261191,403143
35.74989637,-81.70755735,"Burke, North Carolina, US",90485,213788
35.3877799,-80.55267168,"Cabarrus, North Carolina, US",216453,333144
35.95204977,-81.54799522,"Caldwell, North Carolina, US",82178,184714
36.33804939,-76.15568396,"Camden, North Carolina, US",10867,6861
34.8932941,-76.54120135,"Carteret, North Carolina, US",69473,78119
36.39312665,-79.33353281,"Caswell, North Carolina, US",22604,33485
35.66211129,-81.2132617,"Catawba, North Carolina, US",159551,394760
35.70394416,-79.25541492,"Chatham, North Carolina, US",74470,95378
35.1349263,-84.05970864,"Cherokee, North Carolina, US",28612,70839
36.12908077,-76.60118385,"Chowan, North Carolina, US",13943,38953
35.05704275,-83.74353633,"Clay, North Carolina, US",11231,28171
35.33553364,-81.55204486,"Cleveland, North Carolina, US",97947,275658
34.26744084,-78.65801424,"Columbus, North Carolina, US",55508,192042
35.11833364,-77.08398081,"Craven, North Carolina, US",102139,149723
35.04762133,-78.82623165,"Cumberland, North Carolina, US",335509,425359
36.36123664,-75.95876401,"Currituck, North Carolina, US",27763,23087
35.66520691,-75.71767334,"Dare, North Carolina, US",37009,16169
35.79115496,-80.21256572,"Davidson, North Carolina, US",167609,276243
35.93099927,-80.54496571,"Davie, North Carolina, US",42846,65350
34.93449805,-77.93140529,"Duplin, North Carolina, US",58741,170058
36.03638492,-78.87608331,"Durham, North Carolina, US",321488,253003
35.91230639,-77.59436892,"Edgecombe, North Carolina, US",51472,116964
36.12859861,-80.25459052,"Forsyth, North Carolina, US",382295,544106
36.081519,-78.28708884,"Franklin, North Carolina, US",69685,61608
35.29373559,-81.17477045,"Gaston, North Carolina, US",224529,564767
36.44667547,-76.69749701,"Gates, North Carolina, US",11562,14677
35.3506925,-83.83369267,"Graham, North Carolina, US",8441,20317
36.30337451,-78.65184241,"Granville, North Carolina, US",60443,91833
35.48544173,-77.67578087,"Greene, North Carolina, US",21069,49180
36.07959451,-79.78824948,"Guilford, North Carolina, US",537174,841655
36.25669272,-77.6556109,"Halifax, North Carolina, US",50010,127276
35.36731853,-78.87243571,"Harnett, North Carolina, US",135976,230769
35.55269063,-82.98196486,"Haywood, North Carolina, US",62317,141361
35.33788927,-82.4766782,"Henderson, North Carolina, US",117417,215937
36.3607755,-76.98104134,"Hertford, North Carolina, US",23677,67069
35.01888303,-79.23651674,"Hoke, North Carolina, US",55234,78622
35.42017674,-76.15180542,"Hyde, North Carolina, US",4937,9905
35.80950511,-80.8743128,"Iredell, North Carolina, US",181806,302778
35.28814273,-83.14093385,"Jackson, North Carolina, US",43938,64335
35.51745004,-78.36622717,"Johnston, North Carolina, US",209339,299395
35.02254606,-77.35870791,"Jones, North Carolina, US",9419,29743
35.47623147,-79.17569362,"Lee, North Carolina, US",61779,101980
35.24032589999999,-77.64245615,"Lenoir, North Carolina, US",55949,150785
35.48508185,-81.21740317,"Lincoln, North Carolina, US",86111,111227
35.14867843,-83.41696617,"Macon, North Carolina, US",35858,69473
35.85402722,-82.71346418,"Madison, North Carolina, US",21755,52928
35.84326734,-77.10860251,"Martin, North Carolina, US",22440,60680
35.67736232,-82.0482425,"McDowell, North Carolina, US",45756,110077
35.24469268,-80.8317671,"Mecklenburg, North Carolina, US",1110356,1165495
36.01059309,-82.1582442,"Mitchell, North Carolina, US",14964,23340
35.33155144,-79.90416657,"Montgomery, North Carolina, US",27173,97447
35.30885257,-79.48474178,"Moore, North Carolina, US",100880,225271
35.96575634,-77.98422508,"Nash, North Carolina, US",94298,221265
34.25758282,-77.87075626,"New Hanover, North Carolina, US",234473,255689
36.41736238,-77.39769443,"Northampton, North Carolina, US",19483,61001
34.72607366,-77.42908179,"Onslow, North Carolina, US",197938,237327
36.06092947,-79.12167935,"Orange, North Carolina, US",148476,108977
35.15253315,-76.66559823,"Pamlico, North Carolina, US",12726,19690
36.26723798,-76.25134778,"Pasquotank, North Carolina, US",39824,91860
34.52265624,-77.90352133,"Pender, North Carolina, US",63060,86265
36.17847453,-76.40603143,"Perquimans, North Carolina, US",13463,14648
36.38989032,-78.97217358,"Person, North Carolina, US",39490,75134
35.59535426,-77.37353178,"Pitt, North Carolina, US",180742,145539
35.27820615,-82.16812354,"Polk, North Carolina, US",20724,41252
35.71015088,-79.80570339,"Randolph, North Carolina, US",143667,296855
35.00417719,-79.74491009,"Richmond, North Carolina, US",44829,127419
34.64244496,-79.10250529999998,"Robeson, North Carolina, US",130625,360755
36.39593137,-79.77504841,"Rockingham, North Carolina, US",91010,180763
35.64003916,-80.52446628,"Rowan, North Carolina, US",142088,400730
35.40114178,-81.92112099,"Rutherford, North Carolina, US",67029,270681
34.98820368,-78.36914061,"Sampson, North Carolina, US",63531,126975
34.8386299,-79.4757978,"Scotland, North Carolina, US",34823,95129
35.31647813,-80.25093221,"Stanly, North Carolina, US",62806,176937
36.4017975,-80.23893369,"Stokes, North Carolina, US",45591,111163
36.41689489,-80.69102283,"Surry, North Carolina, US",71783,226047
35.48665845,-83.48748932,"Swain, North Carolina, US",14271,27495
35.20383864,-82.79638423,"Transylvania, North Carolina, US",34385,47124
35.87147226,-76.17055253,"Tyrrell, North Carolina, US",4016,6318
0.0,0.0,"Unassigned, North Carolina, US",0,259
34.98960527,-80.52955873,"Union, North Carolina, US",239859,315680
36.36880673,-78.40670845,"Vance, North Carolina, US",44535,96226
35.78879266,-78.65249174,"Wake, North Carolina, US",1111761,811301
36.39728256,-78.10652228,"Warren, North Carolina, US",19731,29227
35.83810081,-76.57299037,"Washington, North Carolina, US",11580,34810
36.23103603,-81.70033724,"Watauga, North Carolina, US",56177,42024
35.36438125,-78.00027268,"Wayne, North Carolina, US",123131,285186
36.2084135,-81.16232895,"Wilkes, North Carolina, US",68412,172460
35.70625477,-77.917978,"Wilson, North Carolina, US",81801,217858
36.16222629,-80.66239436,"Yadkin, North Carolina, US",37667,75730
35.90079156,-82.31237181,"Yancey, North Carolina, US",18069,35763
46.09686891,-102.5285397,"Adams, North Dakota, US",2216,5577
46.93579637,-98.06605978,"Barnes, North Dakota, US",10415,32861
48.0683985,-99.35916363,"Benson, North Dakota, US",6832,18206
47.02366884,-103.3762965,"Billings, North Dakota, US",928,482
48.79106111,-100.8378166,"Bottineau, North Dakota, US",6282,20131
46.11285362,-103.5203343,"Bowman, North Dakota, US",3024,6161
48.79094471,-102.5182117,"Burke, North Dakota, US",2115,2228
46.97847375,-100.4645214,"Burleigh, North Dakota, US",95626,216914
46.93201724,-97.2444719,"Cass, North Dakota, US",181923,241795
48.77286211,-98.46685243,"Cavalier, North Dakota, US",3762,5025
46.11017712,-98.5049008,"Dickey, North Dakota, US",4872,30593
48.814938700000006,-103.4873611,"Divide, North Dakota, US",2264,2626
47.35423935,-102.6160468,"Dunn, North Dakota, US",4424,6535
47.71701474,-98.90432337,"Eddy, North Dakota, US",2287,5200
46.28398398,-100.2389766,"Emmons, North Dakota, US",3241,13544
47.4571084,-98.88279923,"Foster, North Dakota, US",3210,17459
46.94022281,-103.8465421,"Golden Valley, North Dakota, US",1761,2825
47.92093639,-97.45450447,"Grand Forks, North Dakota, US",69451,86997
46.35821257,-101.6390013,"Grant, North Dakota, US",2274,7779
47.45785838,-98.23850925,"Griggs, North Dakota, US",2231,1776
46.43375068,-102.4632417,"Hettinger, North Dakota, US",2499,5266
46.97830064,-99.77507857,"Kidder, North Dakota, US",2480,9785
46.45681054,-98.53542355,"LaMoure, North Dakota, US",4046,15770
46.45729487,-99.47719806,"Logan, North Dakota, US",1850,8972
48.23104458,-100.6324822,"McHenry, North Dakota, US",5745,23170
46.11182017,-99.44145858,"McIntosh, North Dakota, US",2497,7248
47.74133370000001,-103.395905,"McKenzie, North Dakota, US",15024,16912
47.60766714,-101.3182418,"McLean, North Dakota, US",9450,34604
47.31213126,-101.8318399,"Mercer, North Dakota, US",8187,14997
46.71681782,-101.2822377,"Morton, North Dakota, US",31364,105603
48.20197971,-102.3555315,"Mountrail, North Dakota, US",10545,24200
47.9226426,-98.19038437,"Nelson, North Dakota, US",2879,13692
47.11530482,-101.3406158,"Oliver, North Dakota, US",1959,3289
48.76623521,-97.5523809,"Pembina, North Dakota, US",6801,11467
48.24977025,-99.96407787,"Pierce, North Dakota, US",3975,23727
48.26886249,-98.72223879,"Ramsey, North Dakota, US",11519,36740
46.45621782,-97.65742504,"Ransom, North Dakota, US",5218,18817
48.71982533,-101.6603912,"Renville, North Dakota, US",2327,11948
46.26440649,-96.94852979,"Richland, North Dakota, US",16177,17070
48.77245354,-99.84097493,"Rolette, North Dakota, US",14176,30367
46.10830372,-97.63217159,"Sargent, North Dakota, US",3898,6727
47.57700669,-100.3426391,"Sheridan, North Dakota, US",1315,3998
46.11323337,-101.0440149,"Sioux, North Dakota, US",4230,13631
46.80851182,-102.6576326,"Stark, North Dakota, US",31489,60981
47.45611548,-97.72728747,"Steele, North Dakota, US",1890,1667
46.97962541,-98.95637318,"Stutsman, North Dakota, US",20704,74829
48.68565745,-99.24564265,"Towner, North Dakota, US",2189,9746
47.45367788,-97.16323288,"Traill, North Dakota, US",8036,18570
0.0,0.0,"Unassigned, North Dakota, US",0,50958
